enterprise_nbr, naics_id_primary, naics_name_primary, naics_id_list, naics_name_list
286573,524292,Third Party Administration of Insurance and Pension Funds,|525120|551111|525990|525110|523920|524292|,|Health and Welfare Funds|Offices of Bank Holding Companies|Other Financial Vehicles|Pension Funds|Portfolio Management|Third Party Administration of Insurance and Pension Funds|
275246,722110,Full-Service Restaurants,|722110|,|Full-Service Restaurants|
242912,425110,Business to Business Electronic Markets,|425110|423460|,|Business to Business Electronic Markets|Ophthalmic Goods Merchant Wholesalers|
94647,511110,Newspaper Publishers,|511110|511120|,|Newspaper Publishers|Periodical Publishers|
251085,334413,Semiconductor and Related Device Manufacturing,|339111|541720|334413|,|Laboratory Apparatus and Furniture Manufacturing|Research and Development in the Social Sciences and Humanities|Semiconductor and Related Device Manufacturing|
257739,711211,Sports Teams and Clubs,|711211|,|Sports Teams and Clubs|
257745,813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)",|561599|813410|813990|,"|All Other Travel Arrangement and Reservation Services|Civic and Social Organizations|Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)|"
263821,721199,All Other Traveler Accommodation,|713990|721199|721110|611620|,|All Other Amusement and Recreation Industries|All Other Traveler Accommodation|Hotels (except Casino Hotels) and Motels|Sports and Recreation Instruction|
257876,711211,Sports Teams and Clubs,|711211|,|Sports Teams and Clubs|
259692,312130,Wineries,|312130|,|Wineries|
275360,331221,Rolled Steel Shape Manufacturing,|325188|325199|325998|336399|325192|325193|336312|325120|336211|336340|336350|336322|325110|331221|,|All Other Basic Inorganic Chemical Manufacturing|All Other Basic Organic Chemical Manufacturing|All Other Miscellaneous Chemical Product and Preparation Manufacturing|All Other Motor Vehicle Parts Manufacturing|Cyclic Crude and Intermediate Manufacturing|Ethyl Alcohol Manufacturing|Gasoline Engine and Engine Parts Manufacturing|Industrial Gas Manufacturing|Motor Vehicle Body Manufacturing|Motor Vehicle Brake System Manufacturing|Motor Vehicle Transmission and Power Train Parts Manufacturing|Other Motor Vehicle Electrical and Electronic Equipment Manufacturing|Petrochemical Manufacturing|Rolled Steel Shape Manufacturing|
270064,334514,Totalizing Fluid Meter and Counting Device Manufacturing,|334515|334514|,|Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals|Totalizing Fluid Meter and Counting Device Manufacturing|
272846,442110,Furniture Stores,|442110|,|Furniture Stores|
224324,921130,Public Finance Activities,|921130|,|Public Finance Activities|
226085,325620,Toilet Preparation Manufacturing,|325611|325620|,|Soap and Other Detergent Manufacturing|Toilet Preparation Manufacturing|
441074,722110,Full-Service Restaurants,|722410|722110|,|Drinking Places (Alcoholic Beverages)|Full-Service Restaurants|
282837,335991,Carbon and Graphite Product Manufacturing,|335991|444190|,|Carbon and Graphite Product Manufacturing|Other Building Material Dealers|
205719,541611,Administrative Management and General Management Consulting Service,|541611|541612|541613|541910|541614|,"|Administrative Management and General Management Consulting Service|Human Resources and Executive Search Consulting Services|Marketing Consulting Services|Marketing Research and Public Opinion Polling|Process, Physical Distribution, and Logistics Consulting Services|"
205792,813319,Other Social Advocacy Organizations,|813319|511120|,|Other Social Advocacy Organizations|Periodical Publishers|
230890,522110,Commercial Banking,|522110|551111|,|Commercial Banking|Offices of Bank Holding Companies|
290715,443112,"Radio, Television, and Other Electronics Stores",|443120|443112|,"|Computer and Software Stores|Radio, Television, and Other Electronics Stores|"
288611,339115,Ophthalmic Goods Manufacturing,|454113|339115|,|Mail-Order Houses|Ophthalmic Goods Manufacturing|
247087,448120,Women's Clothing Stores,|448120|,|Women's Clothing Stores|
248836,339920,Sporting and Athletic Goods Manufacturing,|339920|,|Sporting and Athletic Goods Manufacturing|
249431,322122,Newsprint Mills,|322211|322231|322122|,|Corrugated and Solid Fiber Box Manufacturing|Die-Cut Paper and Paperboard Office Supplies Manufacturing|Newsprint Mills|
49065,541512,Computer Systems Design Services,|541512|541519|511210|334611|,|Computer Systems Design Services|Other Computer Related Services|Software Publishers|Software Reproducing|
249784,312130,Wineries,|312130|,|Wineries|
75255,713110,Amusement and Theme Parks,|713990|713110|611620|,|All Other Amusement and Recreation Industries|Amusement and Theme Parks|Sports and Recreation Instruction|
23247,311412,Frozen Specialty Food Manufacturing,|311513|311412|,|Cheese Manufacturing|Frozen Specialty Food Manufacturing|
260196,711211,Sports Teams and Clubs,|711211|,|Sports Teams and Clubs|
310593,325413,In-Vitro Diagnostic Substance Manufacturing,|325413|325412|,|In-Vitro Diagnostic Substance Manufacturing|Pharmaceutical Preparation Manufacturing|
297147,311514,"Dry, Condensed, and Evaporated Dairy Product Manufacturing",|311514|311511|,"|Dry, Condensed, and Evaporated Dairy Product Manufacturing|Fluid Milk Manufacturing|"
93364,315211,Men's and Boys' Cut and Sew Apparel Contractors,|448150|448110|315211|315225|448190|448120|,|Clothing Accessories Stores|Men's Clothing Stores|Men's and Boys' Cut and Sew Apparel Contractors|Men's and Boys' Cut and Sew Work Clothing Manufacturing|Other Clothing Stores|Women's Clothing Stores|
160191,511110,Newspaper Publishers,|511110|511120|,|Newspaper Publishers|Periodical Publishers|
284504,541211,Offices of Certified Public Accountants,|541211|541219|,|Offices of Certified Public Accountants|Other Accounting Services|
12139,811219,Other Electronic and Precision Equipment Repair and Maintenance,|811213|811211|443111|488119|811219|488190|,|Communication Equipment Repair and Maintenance|Consumer Electronics Repair and Maintenance|Household Appliance Stores|Other Airport Operations|Other Electronic and Precision Equipment Repair and Maintenance|Other Support Activities for Air Transportation|
51827,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",|334511|,"|Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing|"
283685,441110,New Car Dealers,|441110|,|New Car Dealers|
69882,221210,Natural Gas Distribution,|221210|,|Natural Gas Distribution|
319963,441310,Automotive Parts and Accessories Stores,|441310|454112|454113|443112|,"|Automotive Parts and Accessories Stores|Electronic Auctions|Mail-Order Houses|Radio, Television, and Other Electronics Stores|"
233577,339113,Surgical Appliance and Supplies Manufacturing,|339113|,|Surgical Appliance and Supplies Manufacturing|
317489,611519,Other Technical and Trade Schools,|611699|611420|611710|611519|,|All Other Miscellaneous Schools and Instruction|Computer Training|Educational Support Services|Other Technical and Trade Schools|
317522,611110,Elementary and Secondary Schools,|611710|611110|541618|,|Educational Support Services|Elementary and Secondary Schools|Other Management Consulting Services|
319472,312120,Breweries,|312120|311942|,|Breweries|Spice and Extract Manufacturing|
98475,332322,Sheet Metal Work Manufacturing,|333411|333412|332321|332439|332322|,|Air Purification Equipment Manufacturing|Industrial and Commercial Fan and Blower Manufacturing|Metal Window and Door Manufacturing|Other Metal Container Manufacturing|Sheet Metal Work Manufacturing|
347784,334611,Software Reproducing,|541720|511210|334611|,|Research and Development in the Social Sciences and Humanities|Software Publishers|Software Reproducing|
319542,333513,Machine Tool (Metal Forming Types) Manufacturing,|333513|,|Machine Tool (Metal Forming Types) Manufacturing|
289771,491110,Postal Service,|491110|,|Postal Service|
307692,611710,Educational Support Services,|611699|611710|624310|,|All Other Miscellaneous Schools and Instruction|Educational Support Services|Vocational Rehabilitation Services|
307950,517110,Wired Telecommunications Carriers,|517212|517211|517310|517110|,|Cellular & Other Wireless Telecommunications|Paging|Telecommunications Resellers|Wired Telecommunications Carriers|
92152,445299,All Other Specialty Food Stores,|445299|,|All Other Specialty Food Stores|
314123,447110,Gasoline Stations with Convenience Stores,|445120|447110|445110|452910|,|Convenience Stores|Gasoline Stations with Convenience Stores|Supermarkets and Other Grocery (except Convenience) Stores|Warehouse Clubs and Superstores|
299939,541511,Custom Computer Programming Services,|541511|511210|334611|,|Custom Computer Programming Services|Software Publishers|Software Reproducing|
281173,336111,Automobile Manufacturing,|336399|336111|336312|336992|336211|336340|336350|336322|,"|All Other Motor Vehicle Parts Manufacturing|Automobile Manufacturing|Gasoline Engine and Engine Parts Manufacturing|Military Armored Vehicle, Tank, and Tank Component Manufacturing|Motor Vehicle Body Manufacturing|Motor Vehicle Brake System Manufacturing|Motor Vehicle Transmission and Power Train Parts Manufacturing|Other Motor Vehicle Electrical and Electronic Equipment Manufacturing|"
43593,511120,Periodical Publishers,|511120|,|Periodical Publishers|
301274,332212,Hand and Edge Tool Manufacturing,|333515|332212|444130|,|Cutting Tool and Machine Tool Accessory Manufacturing|Hand and Edge Tool Manufacturing|Hardware Stores|
148402,312112,Bottled Water Manufacturing,|312112|,|Bottled Water Manufacturing|
317740,621610,Home Health Care Services,|621610|,|Home Health Care Services|
319796,316992,Women's Handbag and Purse Manufacturing,|316999|316993|316992|,|All Other Leather Good Manufacturing|Personal Leather Good (except Women's Handbag and Purse) Manufacturing|Women's Handbag and Purse Manufacturing|
320180,518111,Internet Service Providers,|541511|518111|,|Custom Computer Programming Services|Internet Service Providers|
92815,813910,Business Associations,|813910|,|Business Associations|
320863,512110,Motion Picture and Video Production,|531110|512131|512120|512110|531312|531210|531320|531390|512199|813990|531311|,"|Lessors of Residential Buildings and Dwellings|Motion Picture Theaters (except Drive-Ins)|Motion Picture and Video Distribution|Motion Picture and Video Production|Nonresidential Property Managers|Offices of Real Estate Agents and Brokers|Offices of Real Estate Appraisers|Other Activities Related to Real Estate|Other Motion Picture and Video Industries|Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)|Residential Property Managers|"
262768,327122,Ceramic Wall and Floor Tile Manufacturing,|327122|,|Ceramic Wall and Floor Tile Manufacturing|
290603,334413,Semiconductor and Related Device Manufacturing,|334413|,|Semiconductor and Related Device Manufacturing|
341645,446191,Food (Health) Supplement Stores,|446120|446191|446110|,"|Cosmetics, Beauty Supplies, and Perfume Stores|Food (Health) Supplement Stores|Pharmacies and Drug Stores|"
340463,332116,Metal Stamping,|332214|339111|332116|332439|,"|Kitchen Utensil, Pot, and Pan Manufacturing|Laboratory Apparatus and Furniture Manufacturing|Metal Stamping|Other Metal Container Manufacturing|"
344320,611710,Educational Support Services,|541511|518210|611710|561330|541618|561320|,"|Custom Computer Programming Services|Data Processing, Hosting, and Related Services|Educational Support Services|Employee Leasing Services|Other Management Consulting Services|Temporary Help Services|"
345188,921130,Public Finance Activities,|713990|713290|921130|611620|,|All Other Amusement and Recreation Industries|Other Gambling Industries|Public Finance Activities|Sports and Recreation Instruction|
92341,445210,Meat Markets,|311423|311823|445210|311612|311615|,|Dried and Dehydrated Food Manufacturing|Dry Pasta Manufacturing|Meat Markets|Meat Processed from Carcasses|Poultry Processing|
516878,325211,Plastics Material and Resin Manufacturing,|327999|326199|212325|327420|325211|326122|326121|327112|,"|All Other Miscellaneous Nonmetallic Mineral Product Manufacturing|All Other Plastics Product Manufacturing|Clay and Ceramic and Refractory Minerals Mining|Gypsum Product Manufacturing|Plastics Material and Resin Manufacturing|Plastics Pipe and Pipe Fitting Manufacturing|Unsupported Plastics Profile Shape Manufacturing|Vitreous China, Fine Earthenware, and Other Pottery Product Manufacturing|"
315364,325412,Pharmaceutical Preparation Manufacturing,|812910|325412|,|Pet Care (except Veterinary) Services|Pharmaceutical Preparation Manufacturing|
350796,561499,All Other Business Support Services,|541870|561499|561990|541512|561439|541519|,|Advertising Material Distribution Services|All Other Business Support Services|All Other Support Services|Computer Systems Design Services|Other Business Service Centers (including Copy Shops)|Other Computer Related Services|
188876,322122,Newsprint Mills,|322211|322214|322212|322122|322215|322130|322110|322213|,"|Corrugated and Solid Fiber Box Manufacturing|Fiber Can, Tube, Drum, and Similar Products Manufacturing|Folding Paperboard Box Manufacturing|Newsprint Mills|Nonfolding Sanitary Food Container Manufacturing|Paperboard Mills|Pulp Mills|Setup Paperboard Box Manufacturing|"
350862,522110,Commercial Banking,|522110|,|Commercial Banking|
346221,561110,Office Administrative Services,|561110|813920|,|Office Administrative Services|Professional Organizations|
334617,451110,Sporting Goods Stores,|451110|,|Sporting Goods Stores|
350927,512110,Motion Picture and Video Production,|517510|515210|512110|,|Cable and Other Program Distribution|Cable and Other Subscription Programming|Motion Picture and Video Production|
344814,541511,Custom Computer Programming Services,|541511|,|Custom Computer Programming Services|
353883,522110,Commercial Banking,|522110|522310|522120|,|Commercial Banking|Mortgage and Nonmortgage Loan Brokers|Savings Institutions|
324841,511110,Newspaper Publishers,|511110|511120|323114|,|Newspaper Publishers|Periodical Publishers|Quick Printing|
335196,551111,Offices of Bank Holding Companies,|522110|551111|,|Commercial Banking|Offices of Bank Holding Companies|
124367,212391,"Potash, Soda, and Borate Mineral Mining",|325188|325998|325131|211112|212391|,"|All Other Basic Inorganic Chemical Manufacturing|All Other Miscellaneous Chemical Product and Preparation Manufacturing|Inorganic Dye and Pigment Manufacturing|Natural Gas Liquid Extraction|Potash, Soda, and Borate Mineral Mining|"
324873,531210,Offices of Real Estate Agents and Brokers,|531110|531312|531210|531320|531390|813990|531311|,"|Lessors of Residential Buildings and Dwellings|Nonresidential Property Managers|Offices of Real Estate Agents and Brokers|Offices of Real Estate Appraisers|Other Activities Related to Real Estate|Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)|Residential Property Managers|"
475158,541330,Engineering Services,|541330|,|Engineering Services|
325613,518210,"Data Processing, Hosting, and Related Services",|518210|518111|,"|Data Processing, Hosting, and Related Services|Internet Service Providers|"
342672,611310,"Colleges, Universities, and Professional Schools",|611310|,"|Colleges, Universities, and Professional Schools|"
282497,443120,Computer and Software Stores,|443120|454113|722330|,|Computer and Software Stores|Mail-Order Houses|Mobile Food Services|
330121,334611,Software Reproducing,|541511|511210|334611|,|Custom Computer Programming Services|Software Publishers|Software Reproducing|
330517,323122,Prepress Services,|541870|561499|561990|561492|561410|541430|561439|323122|323114|511210|334611|,|Advertising Material Distribution Services|All Other Business Support Services|All Other Support Services|Court Reporting and Stenotype Services|Document Preparation Services|Graphic Design Services|Other Business Service Centers (including Copy Shops)|Prepress Services|Quick Printing|Software Publishers|Software Reproducing|
345462,447110,Gasoline Stations with Convenience Stores,|445120|447110|445110|452910|,|Convenience Stores|Gasoline Stations with Convenience Stores|Supermarkets and Other Grocery (except Convenience) Stores|Warehouse Clubs and Superstores|
347471,311611,Animal (except Poultry) Slaughtering,|311611|445210|311612|,|Animal (except Poultry) Slaughtering|Meat Markets|Meat Processed from Carcasses|
169964,312120,Breweries,|312120|311942|,|Breweries|Spice and Extract Manufacturing|
332428,512290,Other Sound Recording Industries,|541870|561499|561990|561439|512290|,|Advertising Material Distribution Services|All Other Business Support Services|All Other Support Services|Other Business Service Centers (including Copy Shops)|Other Sound Recording Industries|
335699,524113,Direct Life Insurance Carriers,|923120|524114|524113|525190|,|Administration of Public Health Programs|Direct Health and Medical Insurance Carriers|Direct Life Insurance Carriers|Other Insurance Funds|
337937,334413,Semiconductor and Related Device Manufacturing,|333298|333319|333220|332410|333295|334413|,|All Other Industrial Machinery Manufacturing|Other Commercial and Service Industry Machinery Manufacturing|Plastics and Rubber Industry Machinery Manufacturing|Power Boiler and Heat Exchanger Manufacturing|Semiconductor Machinery Manufacturing|Semiconductor and Related Device Manufacturing|
353491,532230,Video Tape and Disc Rental,|532230|,|Video Tape and Disc Rental|
213306,611630,Language Schools,|541870|561499|611699|561990|611710|611630|561439|,|Advertising Material Distribution Services|All Other Business Support Services|All Other Miscellaneous Schools and Instruction|All Other Support Services|Educational Support Services|Language Schools|Other Business Service Centers (including Copy Shops)|
442704,313311,Broadwoven Fabric Finishing Mills,|313311|451130|313312|337121|,"|Broadwoven Fabric Finishing Mills|Sewing, Needlework, and Piece Goods Stores|Textile and Fabric Finishing (except Broadwoven Fabric) Mills|Upholstered Household Furniture Manufacturing|"
196196,541720,Research and Development in the Social Sciences and Humanities,|541870|561499|561990|523130|522320|522390|561439|541720|511210|334611|523991|,"|Advertising Material Distribution Services|All Other Business Support Services|All Other Support Services|Commodity Contracts Dealing|Financial Transactions Processing, Reserve, and Clearinghouse Activities|Other Activities Related to Credit Intermediation|Other Business Service Centers (including Copy Shops)|Research and Development in the Social Sciences and Humanities|Software Publishers|Software Reproducing|Trust, Fiduciary, and Custody Activities|"
339735,561499,All Other Business Support Services,|541870|561499|561990|561439|,|Advertising Material Distribution Services|All Other Business Support Services|All Other Support Services|Other Business Service Centers (including Copy Shops)|
337539,334413,Semiconductor and Related Device Manufacturing,|334516|334413|,|Analytical Laboratory Instrument Manufacturing|Semiconductor and Related Device Manufacturing|
336158,311511,Fluid Milk Manufacturing,|311514|311511|311520|,"|Dry, Condensed, and Evaporated Dairy Product Manufacturing|Fluid Milk Manufacturing|Ice Cream and Frozen Dessert Manufacturing|"
91340,337125,Household Furniture (except Wood and Metal) Manufacturing,|337125|321992|321920|,|Household Furniture (except Wood and Metal) Manufacturing|Prefabricated Wood Building Manufacturing|Wood Container and Pallet Manufacturing|
360274,521110,Monetary Authorities - Central Bank,|522110|521110|,|Commercial Banking|Monetary Authorities - Central Bank|
343682,448310,Jewelry Stores,|448310|,|Jewelry Stores|
343793,551111,Offices of Bank Holding Companies,|522110|551111|,|Commercial Banking|Offices of Bank Holding Companies|
475998,333314,Optical Instrument and Lens Manufacturing,|333314|,|Optical Instrument and Lens Manufacturing|
367264,541611,Administrative Management and General Management Consulting Service,|541611|541612|541613|541614|,"|Administrative Management and General Management Consulting Service|Human Resources and Executive Search Consulting Services|Marketing Consulting Services|Process, Physical Distribution, and Logistics Consulting Services|"
429467,511110,Newspaper Publishers,|511110|511120|,|Newspaper Publishers|Periodical Publishers|
356276,511130,Book Publishers,|511130|,|Book Publishers|
97615,813910,Business Associations,|813910|,|Business Associations|
360378,325412,Pharmaceutical Preparation Manufacturing,|334510|325413|334517|325412|,|Electromedical and Electrotherapeutic Apparatus Manufacturing|In-Vitro Diagnostic Substance Manufacturing|Irradiation Apparatus Manufacturing|Pharmaceutical Preparation Manufacturing|
360961,512110,Motion Picture and Video Production,|512110|,|Motion Picture and Video Production|
361240,448190,Other Clothing Stores,|454113|448190|448120|,|Mail-Order Houses|Other Clothing Stores|Women's Clothing Stores|
309103,523991,"Trust, Fiduciary, and Custody Activities",|541870|561499|561990|523130|522320|522390|561439|523991|,"|Advertising Material Distribution Services|All Other Business Support Services|All Other Support Services|Commodity Contracts Dealing|Financial Transactions Processing, Reserve, and Clearinghouse Activities|Other Activities Related to Credit Intermediation|Other Business Service Centers (including Copy Shops)|Trust, Fiduciary, and Custody Activities|"
508773,332919,Other Metal Valve and Pipe Fitting Manufacturing,|332999|332510|333511|332439|332919|332117|337215|333514|,"|All Other Miscellaneous Fabricated Metal Product Manufacturing|Hardware Manufacturing|Industrial Mold Manufacturing|Other Metal Container Manufacturing|Other Metal Valve and Pipe Fitting Manufacturing|Powder Metallurgy Part Manufacturing|Showcase, Partition, Shelving, and Locker Manufacturing|Special Die and Tool, Die Set, Jig, and Fixture Manufacturing|"
325214,522120,Savings Institutions,|522120|,|Savings Institutions|
108386,331513,Steel Foundries (except Investment),|331513|,|Steel Foundries (except Investment)|
357019,551112,Offices of Other Holding Companies,|541870|561499|561990|541512|443120|541511|518210|541850|551112|561439|541519|541890|,"|Advertising Material Distribution Services|All Other Business Support Services|All Other Support Services|Computer Systems Design Services|Computer and Software Stores|Custom Computer Programming Services|Data Processing, Hosting, and Related Services|Display Advertising|Offices of Other Holding Companies|Other Business Service Centers (including Copy Shops)|Other Computer Related Services|Other Services Related to Advertising|"
358307,325412,Pharmaceutical Preparation Manufacturing,|325414|325412|,|Biological Product (except Diagnostic) Manufacturing|Pharmaceutical Preparation Manufacturing|
421047,453210,Office Supplies and Stationery Stores,|441310|443120|453210|443112|,"|Automotive Parts and Accessories Stores|Computer and Software Stores|Office Supplies and Stationery Stores|Radio, Television, and Other Electronics Stores|"
102609,336411,Aircraft Manufacturing,|336411|541710|,"|Aircraft Manufacturing|Research and Development in the Physical, Engineering, and Life Sciences|"
335395,211111,Crude Petroleum and Natural Gas Extraction,|211111|213112|,|Crude Petroleum and Natural Gas Extraction|Support Activities for Oil and Gas Operations|
421919,325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing,|325188|325199|325998|325131|211112|325510|,|All Other Basic Inorganic Chemical Manufacturing|All Other Basic Organic Chemical Manufacturing|All Other Miscellaneous Chemical Product and Preparation Manufacturing|Inorganic Dye and Pigment Manufacturing|Natural Gas Liquid Extraction|Paint and Coating Manufacturing|
288374,446191,Food (Health) Supplement Stores,|446120|446191|446110|,"|Cosmetics, Beauty Supplies, and Perfume Stores|Food (Health) Supplement Stores|Pharmacies and Drug Stores|"
379804,336111,Automobile Manufacturing,|336111|336992|336211|,"|Automobile Manufacturing|Military Armored Vehicle, Tank, and Tank Component Manufacturing|Motor Vehicle Body Manufacturing|"
387250,238310,Drywall and Insulation Contractors,|238310|,|Drywall and Insulation Contractors|
377217,711510,"Independent Artists, Writers, and Performers",|541611|541870|561499|561990|722110|541612|711510|541613|315211|315228|711130|561439|541890|541490|541614|,"|Administrative Management and General Management Consulting Service|Advertising Material Distribution Services|All Other Business Support Services|All Other Support Services|Full-Service Restaurants|Human Resources and Executive Search Consulting Services|Independent Artists, Writers, and Performers|Marketing Consulting Services|Men's and Boys' Cut and Sew Apparel Contractors|Men's and Boys' Cut and Sew Other Outerwear Manufacturing|Musical Groups and Artists|Other Business Service Centers (including Copy Shops)|Other Services Related to Advertising|Other Specialized Design Services|Process, Physical Distribution, and Logistics Consulting Services|"
347969,561110,Office Administrative Services,|561110|,|Office Administrative Services|
421170,541870,Advertising Material Distribution Services,|541870|541850|541890|,|Advertising Material Distribution Services|Display Advertising|Other Services Related to Advertising|
416116,621512,Diagnostic Imaging Centers,|621512|325413|325412|541720|,|Diagnostic Imaging Centers|In-Vitro Diagnostic Substance Manufacturing|Pharmaceutical Preparation Manufacturing|Research and Development in the Social Sciences and Humanities|
100358,339994,"Broom, Brush, and Mop Manufacturing",|339994|,"|Broom, Brush, and Mop Manufacturing|"
493736,561621,Security Systems Services (except Locksmiths),|541512|541511|561621|,|Computer Systems Design Services|Custom Computer Programming Services|Security Systems Services (except Locksmiths)|
465655,334611,Software Reproducing,|611710|541618|511210|334611|,|Educational Support Services|Other Management Consulting Services|Software Publishers|Software Reproducing|
465667,532210,Consumer Electronics and Appliances Rental,|532299|425110|532210|532310|532420|532490|423410|,|All Other Consumer Goods Rental|Business to Business Electronic Markets|Consumer Electronics and Appliances Rental|General Rental Centers|Office Machinery and Equipment Rental and Leasing|Other Commercial and Industrial Machinery and Equipment Rental and Leasing|Photographic Equipment and Supplies Merchant Wholesalers|
493149,711190,Other Performing Arts Companies,|711190|,|Other Performing Arts Companies|
493170,813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)",|813410|711190|813990|813319|,"|Civic and Social Organizations|Other Performing Arts Companies|Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)|Other Social Advocacy Organizations|"
494960,711190,Other Performing Arts Companies,|711190|,|Other Performing Arts Companies|
493889,531210,Offices of Real Estate Agents and Brokers,|518210|531110|531312|531210|531320|531390|813990|531311|,"|Data Processing, Hosting, and Related Services|Lessors of Residential Buildings and Dwellings|Nonresidential Property Managers|Offices of Real Estate Agents and Brokers|Offices of Real Estate Appraisers|Other Activities Related to Real Estate|Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)|Residential Property Managers|"
493949,541511,Custom Computer Programming Services,|541512|541511|,|Computer Systems Design Services|Custom Computer Programming Services|
98564,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring",|332813|,"|Electroplating, Plating, Polishing, Anodizing, and Coloring|"
177133,333315,Photographic and Photocopying Equipment Manufacturing,|325992|333315|,"|Photographic Film, Paper, Plate, and Chemical Manufacturing|Photographic and Photocopying Equipment Manufacturing|"
464102,813910,Business Associations,|813910|,|Business Associations|
412291,561499,All Other Business Support Services,|541870|561499|511199|561990|511130|511140|561439|,|Advertising Material Distribution Services|All Other Business Support Services|All Other Publishers|All Other Support Services|Book Publishers|Database and Directory Publishers|Other Business Service Centers (including Copy Shops)|
491059,712110,Museums,|712120|712110|,|Historical Sites|Museums|
465409,541511,Custom Computer Programming Services,|541511|511210|334611|,|Custom Computer Programming Services|Software Publishers|Software Reproducing|
444506,712130,Zoos and Botanical Gardens,|712190|712130|,|Nature Parks and Other Similar Institutions|Zoos and Botanical Gardens|
494187,454113,Mail-Order Houses,|511140|541860|454113|,|Database and Directory Publishers|Direct Mail Advertising|Mail-Order Houses|
494190,448190,Other Clothing Stores,|448190|448120|,|Other Clothing Stores|Women's Clothing Stores|
494200,711190,Other Performing Arts Companies,|711190|,|Other Performing Arts Companies|
495720,561920,Convention and Trade Show Organizers,|541870|561499|561990|561920|561591|561439|,|Advertising Material Distribution Services|All Other Business Support Services|All Other Support Services|Convention and Trade Show Organizers|Convention and Visitors Bureaus|Other Business Service Centers (including Copy Shops)|
461395,334611,Software Reproducing,|511210|334611|,|Software Publishers|Software Reproducing|
496588,444190,Other Building Material Dealers,|443111|444190|,|Household Appliance Stores|Other Building Material Dealers|
493483,448310,Jewelry Stores,|448310|,|Jewelry Stores|
482308,339942,Lead Pencil and Art Good Manufacturing,|325188|325199|325998|325192|325193|325120|337127|339942|325510|325110|,|All Other Basic Inorganic Chemical Manufacturing|All Other Basic Organic Chemical Manufacturing|All Other Miscellaneous Chemical Product and Preparation Manufacturing|Cyclic Crude and Intermediate Manufacturing|Ethyl Alcohol Manufacturing|Industrial Gas Manufacturing|Institutional Furniture Manufacturing|Lead Pencil and Art Good Manufacturing|Paint and Coating Manufacturing|Petrochemical Manufacturing|
482409,441229,All Other Motor Vehicle Dealers,|441229|425110|423860|425120|,|All Other Motor Vehicle Dealers|Business to Business Electronic Markets|Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers|Wholesale Trade Agents and Brokers|
494272,711190,Other Performing Arts Companies,|711190|,|Other Performing Arts Companies|
482906,711190,Other Performing Arts Companies,|711190|,|Other Performing Arts Companies|
496663,336340,Motor Vehicle Brake System Manufacturing,|336399|441310|336312|336211|336340|336350|336322|,|All Other Motor Vehicle Parts Manufacturing|Automotive Parts and Accessories Stores|Gasoline Engine and Engine Parts Manufacturing|Motor Vehicle Body Manufacturing|Motor Vehicle Brake System Manufacturing|Motor Vehicle Transmission and Power Train Parts Manufacturing|Other Motor Vehicle Electrical and Electronic Equipment Manufacturing|
96792,333319,Other Commercial and Service Industry Machinery Manufacturing,|333298|333922|333111|332212|332323|333319|333220|332410|333295|,|All Other Industrial Machinery Manufacturing|Conveyor and Conveying Equipment Manufacturing|Farm Machinery and Equipment Manufacturing|Hand and Edge Tool Manufacturing|Ornamental and Architectural Metal Work Manufacturing|Other Commercial and Service Industry Machinery Manufacturing|Plastics and Rubber Industry Machinery Manufacturing|Power Boiler and Heat Exchanger Manufacturing|Semiconductor Machinery Manufacturing|
482596,313210,Broadwoven Fabric Mills,|313210|316991|,|Broadwoven Fabric Mills|Luggage Manufacturing|
484201,448310,Jewelry Stores,|339913|448310|334518|,"|Jewelers' Material and Lapidary Work Manufacturing|Jewelry Stores|Watch, Clock, and Part Manufacturing|"
484272,448310,Jewelry Stores,|448310|,|Jewelry Stores|
485939,518111,Internet Service Providers,|518111|,|Internet Service Providers|
491383,711190,Other Performing Arts Companies,|711190|,|Other Performing Arts Companies|
452513,522110,Commercial Banking,|522298|522110|522291|522210|522220|,|All Other Nondepository Credit Intermediation|Commercial Banking|Consumer Lending|Credit Card Issuing|Sales Financing|
464720,541870,Advertising Material Distribution Services,|541870|541850|541890|,|Advertising Material Distribution Services|Display Advertising|Other Services Related to Advertising|
497491,454113,Mail-Order Houses,|453220|454113|,"|Gift, Novelty, and Souvenir Stores|Mail-Order Houses|"
